1,0.0000 ,0.9963 ,0.0000 ,0.0000 ,0.0025 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0001 ,0.0008 ,0.0001 ,1
2,0.7945 ,0.0023 ,0.0002 ,0.0766 ,0.1133 ,0.0001 ,0.0084 ,0.0002 ,0.0035 ,0.0002 ,0.0001 ,0.0005 ,2
3,0.0000 ,0.9646 ,0.0027 ,0.0000 ,0.0225 ,0.0002 ,0.0000 ,0.0007 ,0.0036 ,0.0001 ,0.0013 ,0.0042 ,3
4,0.0002 ,0.0000 ,0.0001 ,0.0046 ,0.0001 ,0.0001 ,0.0001 ,0.9940 ,0.0000 ,0.0003 ,0.0001 ,0.0003 ,4
1,0.1647 ,0.8287 ,0.0027 ,0.0019 ,0.0003 ,0.0003 ,0.0003 ,0.0002 ,0.0004 ,0.0001 ,0.0003 ,0.0001 ,5
1,0.0002 ,0.3736 ,0.0004 ,0.0429 ,0.0037 ,0.0018 ,0.2231 ,0.3401 ,0.0006 ,0.0132 ,0.0001 ,0.0003 ,6
3,0.0074 ,0.9200 ,0.0234 ,0.0002 ,0.0286 ,0.0035 ,0.0002 ,0.0001 ,0.0131 ,0.0004 ,0.0029 ,0.0004 ,7
1,0.0003 ,0.2654 ,0.0332 ,0.0172 ,0.0002 ,0.0110 ,0.6412 ,0.0295 ,0.0009 ,0.0004 ,0.0001 ,0.0005 ,8
1,0.0067 ,0.1929 ,0.0048 ,0.0051 ,0.0057 ,0.0034 ,0.5636 ,0.0030 ,0.1883 ,0.0114 ,0.0028 ,0.0123 ,9
1,0.0000 ,0.0039 ,0.5858 ,0.0010 ,0.0008 ,0.0000 ,0.3762 ,0.0001 ,0.0210 ,0.0009 ,0.0091 ,0.0010 ,10
5,0.0001 ,0.4617 ,0.5243 ,0.0001 ,0.0001 ,0.0001 ,0.0100 ,0.0001 ,0.0000 ,0.0032 ,0.0001 ,0.0003 ,11
1,0.0100 ,0.0020 ,0.8087 ,0.0010 ,0.0011 ,0.0006 ,0.1543 ,0.0005 ,0.0003 ,0.0168 ,0.0023 ,0.0024 ,12
6,0.0002 ,0.0044 ,0.0246 ,0.0008 ,0.0310 ,0.0005 ,0.0002 ,0.0007 ,0.1934 ,0.0003 ,0.6446 ,0.0992 ,13
6,0.0001 ,0.0000 ,0.0001 ,0.0001 ,0.0001 ,0.0056 ,0.0001 ,0.9934 ,0.0000 ,0.0002 ,0.0001 ,0.0002 ,15
1,0.0000 ,0.0034 ,0.0000 ,0.0000 ,0.0000 ,0.0002 ,0.9922 ,0.0001 ,0.0000 ,0.0001 ,0.0000 ,0.0038 ,16
1,0.0031 ,0.0001 ,0.0181 ,0.0002 ,0.0492 ,0.5358 ,0.0025 ,0.3846 ,0.0013 ,0.0005 ,0.0039 ,0.0006 ,17
4,0.0024 ,0.0007 ,0.0017 ,0.0018 ,0.0020 ,0.0012 ,0.9793 ,0.0010 ,0.0007 ,0.0040 ,0.0010 ,0.0043 ,18
5,0.0001 ,0.5213 ,0.4577 ,0.0044 ,0.0010 ,0.0000 ,0.0054 ,0.0060 ,0.0011 ,0.0001 ,0.0005 ,0.0023 ,19
4,0.0009 ,0.0463 ,0.1533 ,0.0716 ,0.0007 ,0.0425 ,0.5585 ,0.1225 ,0.0002 ,0.0015 ,0.0004 ,0.0017 ,20
1,0.0012 ,0.6721 ,0.0008 ,0.0000 ,0.0000 ,0.3126 ,0.0009 ,0.0012 ,0.0000 ,0.0081 ,0.0000 ,0.0030 ,21
4,0.0015 ,0.0004 ,0.0010 ,0.0011 ,0.0012 ,0.0740 ,0.8496 ,0.0650 ,0.0004 ,0.0025 ,0.0006 ,0.0027 ,22
3,0.0005 ,0.0035 ,0.0121 ,0.0061 ,0.0004 ,0.6722 ,0.2909 ,0.0093 ,0.0008 ,0.0009 ,0.0023 ,0.0010 ,23
4,0.0009 ,0.0463 ,0.1533 ,0.0716 ,0.0007 ,0.0425 ,0.5585 ,0.1225 ,0.0002 ,0.0015 ,0.0004 ,0.0017 ,24
3,0.0007 ,0.0004 ,0.9894 ,0.0000 ,0.0000 ,0.0003 ,0.0017 ,0.0000 ,0.0006 ,0.0061 ,0.0000 ,0.0007 ,25
8,0.0010 ,0.0003 ,0.0094 ,0.0008 ,0.0009 ,0.0005 ,0.3704 ,0.0059 ,0.0013 ,0.0018 ,0.1039 ,0.5039 ,26
1,0.0002 ,0.6172 ,0.0093 ,0.0002 ,0.0013 ,0.0087 ,0.0018 ,0.0005 ,0.1836 ,0.0012 ,0.0413 ,0.1347 ,27
4,0.0034 ,0.0000 ,0.0001 ,0.9931 ,0.0001 ,0.0000 ,0.0028 ,0.0000 ,0.0000 ,0.0002 ,0.0000 ,0.0002 ,28
1,0.0001 ,0.3176 ,0.0001 ,0.0001 ,0.0013 ,0.1838 ,0.0044 ,0.4898 ,0.0023 ,0.0002 ,0.0000 ,0.0002 ,29
2,0.1159 ,0.0009 ,0.8692 ,0.0036 ,0.0025 ,0.0006 ,0.0010 ,0.0005 ,0.0006 ,0.0020 ,0.0010 ,0.0022 ,30
1,0.0009 ,0.0415 ,0.1769 ,0.0717 ,0.0007 ,0.0390 ,0.5441 ,0.1214 ,0.0002 ,0.0016 ,0.0004 ,0.0017 ,31
5,0.0002 ,0.0038 ,0.7430 ,0.0009 ,0.0002 ,0.0355 ,0.2077 ,0.0076 ,0.0001 ,0.0003 ,0.0005 ,0.0004 ,32
3,0.0001 ,0.0062 ,0.0014 ,0.0007 ,0.0012 ,0.0000 ,0.0021 ,0.6477 ,0.0025 ,0.0001 ,0.3375 ,0.0006 ,33
8,0.0042 ,0.0012 ,0.0030 ,0.9627 ,0.0036 ,0.0021 ,0.0035 ,0.0019 ,0.0012 ,0.0072 ,0.0018 ,0.0077 ,34
6,0.0785 ,0.0175 ,0.0483 ,0.0518 ,0.0002 ,0.0039 ,0.1285 ,0.0038 ,0.3325 ,0.0004 ,0.1866 ,0.1480 ,35
6,0.0042 ,0.2641 ,0.0026 ,0.0004 ,0.0005 ,0.0172 ,0.6558 ,0.0015 ,0.0295 ,0.0109 ,0.0002 ,0.0131 ,38
6,0.0005 ,0.0001 ,0.0003 ,0.0004 ,0.0004 ,0.5899 ,0.0004 ,0.0454 ,0.0001 ,0.0008 ,0.0002 ,0.3615 ,39
6,0.0024 ,0.0007 ,0.0017 ,0.0018 ,0.0020 ,0.0012 ,0.9793 ,0.0010 ,0.0007 ,0.0040 ,0.0010 ,0.0043 ,40
2,0.0011 ,0.0001 ,0.0002 ,0.0002 ,0.8695 ,0.1118 ,0.0002 ,0.0001 ,0.0125 ,0.0004 ,0.0034 ,0.0005 ,41
2,0.0010 ,0.0003 ,0.0007 ,0.0007 ,0.9890 ,0.0005 ,0.0008 ,0.0004 ,0.0003 ,0.0017 ,0.0028 ,0.0018 ,42
7,0.0002 ,0.0022 ,0.0001 ,0.0001 ,0.0141 ,0.0054 ,0.0002 ,0.0001 ,0.9105 ,0.0003 ,0.0001 ,0.0666 ,43
1,0.3681 ,0.0455 ,0.1622 ,0.0006 ,0.0022 ,0.4158 ,0.0007 ,0.0002 ,0.0012 ,0.0008 ,0.0005 ,0.0024 ,44
4,0.0042 ,0.0009 ,0.0126 ,0.3780 ,0.0001 ,0.0001 ,0.0001 ,0.0000 ,0.0000 ,0.0002 ,0.6035 ,0.0002 ,45
2,0.0024 ,0.0017 ,0.0535 ,0.0030 ,0.6760 ,0.0313 ,0.0049 ,0.0059 ,0.0000 ,0.0046 ,0.0202 ,0.1965 ,46
1,0.0006 ,0.0284 ,0.0004 ,0.0005 ,0.1416 ,0.0291 ,0.2927 ,0.0026 ,0.5016 ,0.0011 ,0.0002 ,0.0013 ,47
6,0.0017 ,0.0007 ,0.0017 ,0.0010 ,0.0411 ,0.0696 ,0.2155 ,0.0061 ,0.0013 ,0.3955 ,0.2659 ,0.0001 ,48
6,0.0010 ,0.1089 ,0.2542 ,0.0078 ,0.0001 ,0.1703 ,0.0036 ,0.0001 ,0.0058 ,0.4453 ,0.0028 ,0.0001 ,49
4,0.0002 ,0.0024 ,0.0002 ,0.4735 ,0.0002 ,0.0135 ,0.0002 ,0.5031 ,0.0023 ,0.0004 ,0.0035 ,0.0004 ,50
1,0.0003 ,0.0169 ,0.0810 ,0.0007 ,0.0003 ,0.0004 ,0.3663 ,0.0261 ,0.0766 ,0.0006 ,0.0020 ,0.4288 ,51
1,0.0007 ,0.5231 ,0.0005 ,0.0005 ,0.0006 ,0.0003 ,0.3035 ,0.0003 ,0.1673 ,0.0013 ,0.0003 ,0.0014 ,52
6,0.0001 ,0.9916 ,0.0000 ,0.0001 ,0.0001 ,0.0000 ,0.0001 ,0.0000 ,0.0014 ,0.0001 ,0.0064 ,0.0001 ,54
7,0.0015 ,0.0004 ,0.0010 ,0.0011 ,0.0012 ,0.0740 ,0.8496 ,0.0650 ,0.0004 ,0.0025 ,0.0006 ,0.0027 ,55
7,0.0015 ,0.0004 ,0.0010 ,0.0011 ,0.0012 ,0.0740 ,0.8496 ,0.0650 ,0.0004 ,0.0025 ,0.0006 ,0.0027 ,56
5,0.0001 ,0.0010 ,0.0000 ,0.0001 ,0.0031 ,0.0228 ,0.5040 ,0.0056 ,0.0044 ,0.0485 ,0.4103 ,0.0001 ,57
5,0.0236 ,0.3861 ,0.0005 ,0.5205 ,0.0007 ,0.0004 ,0.0006 ,0.0642 ,0.0002 ,0.0014 ,0.0003 ,0.0015 ,58
1,0.0001 ,0.0000 ,0.0012 ,0.0000 ,0.0000 ,0.9983 ,0.0000 ,0.0000 ,0.0000 ,0.0001 ,0.0000 ,0.0001 ,60
7,0.0001 ,0.0055 ,0.0138 ,0.0049 ,0.2648 ,0.0000 ,0.0014 ,0.6931 ,0.0107 ,0.0001 ,0.0054 ,0.0001 ,61
5,0.0187 ,0.8060 ,0.0011 ,0.0003 ,0.0001 ,0.0040 ,0.0004 ,0.0000 ,0.1667 ,0.0005 ,0.0019 ,0.0001 ,62
7,0.0002 ,0.4794 ,0.0047 ,0.0001 ,0.0006 ,0.0001 ,0.0404 ,0.4665 ,0.0000 ,0.0075 ,0.0001 ,0.0003 ,65
7,0.0102 ,0.0029 ,0.0072 ,0.0078 ,0.0087 ,0.0051 ,0.0085 ,0.9063 ,0.0028 ,0.0174 ,0.0043 ,0.0188 ,66
5,0.0039 ,0.8963 ,0.0006 ,0.0957 ,0.0001 ,0.0006 ,0.0007 ,0.0002 ,0.0001 ,0.0010 ,0.0007 ,0.0001 ,67
5,0.0001 ,0.0008 ,0.0020 ,0.0007 ,0.0024 ,0.0028 ,0.0048 ,0.6425 ,0.0111 ,0.0001 ,0.3325 ,0.0001 ,68
7,0.0001 ,0.0000 ,0.0001 ,0.0001 ,0.0001 ,0.0056 ,0.0001 ,0.9931 ,0.0000 ,0.0003 ,0.0001 ,0.0003 ,69
4,0.0010 ,0.2088 ,0.0257 ,0.0003 ,0.0006 ,0.0002 ,0.0005 ,0.7472 ,0.0001 ,0.0006 ,0.0143 ,0.0007 ,70
4,0.0004 ,0.0007 ,0.3207 ,0.0003 ,0.0002 ,0.0011 ,0.0001 ,0.6465 ,0.0001 ,0.0000 ,0.0291 ,0.0008 ,71
7,0.0005 ,0.1212 ,0.1062 ,0.0004 ,0.0004 ,0.0234 ,0.0398 ,0.7061 ,0.0001 ,0.0008 ,0.0002 ,0.0009 ,72
8,0.5456 ,0.0008 ,0.0019 ,0.2081 ,0.0023 ,0.0014 ,0.2273 ,0.0012 ,0.0008 ,0.0046 ,0.0011 ,0.0050 ,73
1,0.0001 ,0.0009 ,0.0065 ,0.0001 ,0.0001 ,0.0076 ,0.0001 ,0.6765 ,0.0000 ,0.0001 ,0.2987 ,0.0094 ,74
4,0.4460 ,0.1619 ,0.3032 ,0.0002 ,0.0001 ,0.0042 ,0.0001 ,0.0001 ,0.0018 ,0.0813 ,0.0009 ,0.0002 ,75
7,0.0010 ,0.0335 ,0.0009 ,0.0048 ,0.0000 ,0.0001 ,0.6587 ,0.0000 ,0.0006 ,0.1534 ,0.1469 ,0.0001 ,78
4,0.3907 ,0.0027 ,0.0012 ,0.2136 ,0.0002 ,0.0068 ,0.3759 ,0.0007 ,0.0001 ,0.0038 ,0.0001 ,0.0043 ,79
1,0.0011 ,0.0006 ,0.0003 ,0.9941 ,0.0002 ,0.0001 ,0.0001 ,0.0005 ,0.0001 ,0.0027 ,0.0001 ,0.0000 ,81
4,0.0000 ,0.0002 ,0.0000 ,0.0000 ,0.0003 ,0.0000 ,0.0003 ,0.9988 ,0.0000 ,0.0001 ,0.0000 ,0.0001 ,82
4,0.0000 ,0.0004 ,0.0005 ,0.0002 ,0.0000 ,0.0004 ,0.0000 ,0.9983 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,83
5,0.0007 ,0.0169 ,0.0005 ,0.0005 ,0.0006 ,0.0003 ,0.5284 ,0.0003 ,0.0165 ,0.4336 ,0.0003 ,0.0014 ,84
1,0.0000 ,0.9967 ,0.0025 ,0.0000 ,0.0000 ,0.0001 ,0.0001 ,0.0002 ,0.0001 ,0.0000 ,0.0001 ,0.0001 ,85
1,0.0004 ,0.0001 ,0.0003 ,0.0000 ,0.0004 ,0.0008 ,0.0004 ,0.9966 ,0.0001 ,0.0007 ,0.0000 ,0.0000 ,86
3,0.0001 ,0.0002 ,0.0000 ,0.0000 ,0.0000 ,0.0019 ,0.0000 ,0.9974 ,0.0000 ,0.0001 ,0.0000 ,0.0001 ,87
4,0.3140 ,0.0008 ,0.0010 ,0.0043 ,0.0018 ,0.0016 ,0.0003 ,0.6748 ,0.0006 ,0.0001 ,0.0006 ,0.0001 ,88
5,0.0001 ,0.1348 ,0.0001 ,0.0001 ,0.0001 ,0.0001 ,0.4826 ,0.0001 ,0.0323 ,0.1545 ,0.1951 ,0.0002 ,89
4,0.0007 ,0.0003 ,0.0563 ,0.0010 ,0.0457 ,0.5338 ,0.0005 ,0.0002 ,0.0006 ,0.0000 ,0.3608 ,0.0000 ,90
5,0.0003 ,0.8129 ,0.0021 ,0.0002 ,0.0006 ,0.0119 ,0.0014 ,0.0001 ,0.0007 ,0.0005 ,0.0014 ,0.1679 ,91
3,0.0014 ,0.0004 ,0.0010 ,0.4388 ,0.0012 ,0.0007 ,0.0012 ,0.5491 ,0.0004 ,0.0025 ,0.0006 ,0.0027 ,92
3,0.0039 ,0.0000 ,0.0001 ,0.0029 ,0.0001 ,0.0000 ,0.0001 ,0.9915 ,0.0011 ,0.0002 ,0.0000 ,0.0002 ,93
3,0.0015 ,0.0004 ,0.0010 ,0.0011 ,0.0012 ,0.0740 ,0.8496 ,0.0650 ,0.0004 ,0.0025 ,0.0006 ,0.0027 ,94
3,0.0017 ,0.0019 ,0.0012 ,0.0013 ,0.0015 ,0.0012 ,0.8402 ,0.0010 ,0.0005 ,0.0030 ,0.0007 ,0.1459 ,95
3,0.0065 ,0.0017 ,0.0042 ,0.0097 ,0.0001 ,0.0117 ,0.9477 ,0.0001 ,0.0016 ,0.0002 ,0.0049 ,0.0117 ,96
2,0.0001 ,0.0000 ,0.0001 ,0.0001 ,0.0001 ,0.0000 ,0.9994 ,0.0000 ,0.0000 ,0.0001 ,0.0000 ,0.0001 ,97
3,0.0022 ,0.0006 ,0.0016 ,0.0017 ,0.0019 ,0.0011 ,0.0018 ,0.9797 ,0.0006 ,0.0038 ,0.0009 ,0.0041 ,98
6,0.0001 ,0.0000 ,0.0042 ,0.0001 ,0.0001 ,0.0005 ,0.9944 ,0.0004 ,0.0000 ,0.0001 ,0.0000 ,0.0001 ,99
3,0.0024 ,0.0007 ,0.0017 ,0.0018 ,0.0020 ,0.0012 ,0.9793 ,0.0010 ,0.0007 ,0.0040 ,0.0010 ,0.0043 ,100
3,0.2319 ,0.0011 ,0.0009 ,0.0000 ,0.0000 ,0.0003 ,0.0009 ,0.0000 ,0.0005 ,0.0004 ,0.7638 ,0.0001 ,101
3,0.0038 ,0.0011 ,0.0027 ,0.0029 ,0.0032 ,0.0019 ,0.6325 ,0.3359 ,0.0011 ,0.0065 ,0.0016 ,0.0070 ,102
3,0.0000 ,0.0122 ,0.0000 ,0.0011 ,0.0173 ,0.0009 ,0.0000 ,0.0033 ,0.0046 ,0.0008 ,0.9597 ,0.0001 ,103
3,0.0008 ,0.0010 ,0.0003 ,0.0011 ,0.0010 ,0.0054 ,0.0002 ,0.2228 ,0.0011 ,0.0004 ,0.7653 ,0.0007 ,104
2,0.0002 ,0.0001 ,0.0002 ,0.0004 ,0.4901 ,0.0020 ,0.3661 ,0.0033 ,0.0001 ,0.1370 ,0.0001 ,0.0005 ,105
5,0.0001 ,0.6605 ,0.0030 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0042 ,0.0000 ,0.0001 ,0.0003 ,0.3318 ,106
3,0.0024 ,0.0007 ,0.0017 ,0.0018 ,0.0020 ,0.0012 ,0.9793 ,0.0010 ,0.0007 ,0.0040 ,0.0010 ,0.0043 ,107
4,0.0000 ,0.0000 ,0.0000 ,0.0010 ,0.0022 ,0.0000 ,0.0000 ,0.0000 ,0.0002 ,0.0008 ,0.9956 ,0.0001 ,109
3,0.0024 ,0.0007 ,0.0017 ,0.0018 ,0.0020 ,0.0068 ,0.0020 ,0.8610 ,0.0006 ,0.0042 ,0.1124 ,0.0045 ,110
1,0.6969 ,0.0000 ,0.0025 ,0.0001 ,0.0006 ,0.0017 ,0.0014 ,0.0006 ,0.2893 ,0.0002 ,0.0064 ,0.0002 ,111
3,0.5260 ,0.0183 ,0.0007 ,0.0008 ,0.1567 ,0.0400 ,0.1418 ,0.0004 ,0.0380 ,0.0019 ,0.0732 ,0.0021 ,113
5,0.0001 ,0.6605 ,0.0030 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0042 ,0.0000 ,0.0001 ,0.0003 ,0.3318 ,114
4,0.0007 ,0.0019 ,0.0004 ,0.0453 ,0.0105 ,0.3602 ,0.0910 ,0.0071 ,0.1397 ,0.1343 ,0.2069 ,0.0020 ,116
3,0.0001 ,0.0000 ,0.0042 ,0.0001 ,0.0001 ,0.0000 ,0.9952 ,0.0000 ,0.0000 ,0.0001 ,0.0000 ,0.0001 ,117
4,0.0024 ,0.0007 ,0.0017 ,0.0018 ,0.0020 ,0.0012 ,0.9793 ,0.0010 ,0.0007 ,0.0040 ,0.0010 ,0.0043 ,118
3,0.0028 ,0.0008 ,0.0006 ,0.0012 ,0.1171 ,0.1424 ,0.4325 ,0.0032 ,0.0003 ,0.0058 ,0.2926 ,0.0008 ,119
6,0.0000 ,0.0000 ,0.0014 ,0.0000 ,0.0000 ,0.0002 ,0.9981 ,0.0001 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,120
3,0.0008 ,0.0024 ,0.2021 ,0.0006 ,0.0016 ,0.0004 ,0.0007 ,0.0003 ,0.0004 ,0.0017 ,0.0003 ,0.7886 ,121
4,0.0049 ,0.0009 ,0.0004 ,0.3559 ,0.1359 ,0.0555 ,0.0574 ,0.2425 ,0.0006 ,0.0046 ,0.1414 ,0.0002 ,122
4,0.0001 ,0.0000 ,0.0001 ,0.0001 ,0.0014 ,0.0001 ,0.4424 ,0.5554 ,0.0000 ,0.0002 ,0.0000 ,0.0002 ,123
4,0.0000 ,0.0003 ,0.0005 ,0.0000 ,0.0017 ,0.0005 ,0.0017 ,0.0009 ,0.0005 ,0.0001 ,0.9936 ,0.0001 ,124
3,0.0005 ,0.0012 ,0.1145 ,0.0000 ,0.0005 ,0.2736 ,0.0001 ,0.0000 ,0.0280 ,0.1241 ,0.4574 ,0.0001 ,126
